Abstract #,Poster #,Title,Authors,Institutions
706,D3,Real-world effectiveness and safety of avelumab first-line maintenance (1LM) treatment in patients with locally advanced or metastatic urothelial carcinoma (la/mUC): Second interim analysis of the AVENUE study.,"Peter Goebell , Alexander Sultanbaev , Anna Brachtel , Aurea Molina , David Lorente , Deborah Zihler , Lusha Wang , Lenka Kostkova , Jason Hoffman , Laura Cremer , Juergen Gschwend","Department of Urology and Pediatric Urology, University Hospital Erlangen, Department of Chemotherapy, Republican Clinical Oncology Dispensary, Department of Urology, Vincent Hospital Hannover, Department of Medical Oncology, University Hospital of A Coruña, Department of Medical Oncology, Insituto Valenciano de Oncología, Department of Medical Oncology, Hematology, and Transfusion Medicine, Cantonal Hospital Aarau, Merck Serono Co., Ltd., Beijing, China, an affiliate of Merck KGaA, The Healthcare Business of Merck KGaA, EMD Serono, Inc., Merck Healthcare Germany GmbH, Weiterstadt, Germany, an affiliate of Merck KgaA, Department of Urology, Technical University of Munich, School of Medicine, Klinikum rechts der Isar"
574,H9,Identification of potential immune evasion mechanisms in aggressive small renal cell carcinomas through single-cell and bulk RNA sequencing.,"Jee Soo Park , Eun Chae Kim , Seol Song , Jongchan Kim , Won Sik Jang , Byungjin Hwang , Won Sik Ham","Department of Urology and Urological Science Institute, Yonsei University College of Medicine, Department of Biomedical Sciences, Brain Korea 21 Project for Medical Sciences, Yonsei University College of Medicine"
530,F28,Cadonilimab combined with lenvatinib for neoadjuvant therapy in early-stage renal cell carcinoma with indications for partial nephrectomy but high surgical risk: A prospective single-arm phase II clinical trial.,"Yulu Peng , Pei Dong , Hui Han , Fangjian Zhou , Zhiling Zhang","Department of Urology Oncology, Sun Yat-sen University Cancer Center; State Key Laboratory of Oncology in South China, Collaborative Innovation Center of Cancer Medicine, Guangzhou, China, Department of Urology, State Key Laboratory of Oncology in South China, Guangdong Provincial Clinical Research Center for Cancer, Sun Yat-sen University Cancer Center, Department of Urology Oncology, Sun Yat-sen University Cancer Center; State Key Laboratory of Oncology in South China, Collaborative Innovation Center of Cancer Medicine, Guangzhou, China., Department of Urology, Sun Yat-sen University Cancer Center"
TPS613,K14,"A prospective, single-center, single-arm clinical study of adjuvant toripalimab combined with axitinib in non-clear renal cell carcinoma (nccRCC) patients with high-risk recurrence factors (IUNU-RC-102).","Guangxiang Liu , Shun Zhang , Haixiang Qin , Changwei Ji , Hongqian Guo","Department of Urology, Affiliated Drum Tower Hospital, Medical School of Nanjing University; Institute of Urology, Nanjing University, Nanjing Drum Tower Hospital, The Affiliated Hospital of Nanjing University Medical School, Department of Urology, Nanjing Drum Tower Hospital, The Affiliated Hospital of Nanjing University Medical School; Institute of Urology, Nanjing University, Nanjing Drum Tower Hospital, Department of Urology, Nanjing Drum Tower Hospital, Affiliated Hospital of Medical School, Nanjing University; Institute of Urology, Nanjing University"
60,B6,Management of metastatic castration-resistant prostate cancer (mCRPC) at the Veterans Affairs Healthcare System (VAHCS): A real-world assessment of patient characteristics and treatment across lines of therapy.,"Renning Zheng , Jennifer Nguyen , Jeetvan Patel , Vamsi Bollu , Barinder Kang , Amanda De Hoedt , Joshua Parrish , Stirling Cummings , Stephen Freedland , Anthony Nguyen","Department of Urology, Cedars-Sinai Medical Center, Novartis Pharmaceuticals Corporation, Department of Surgery, Section of Urology, Durham VA Health Care System, Center for Integrated Research in Cancer and Lifestyle, Cedars-Sinai Cancer Institute, Department of Radiation Oncology, Cedars-Sinai Cancer Institute"
561,G28,PSMA-positive tumor vessels around renal cell carcinoma with high angiogenic potential as therapeutic targets and predictors of tumor recurrence.,"Ryuta Watanabe , Keito Kagimoto , Mami Chosei , Haruna Arai , Tomohisa Sakaue , Mie Kurata , Noriyoshi Miura , Riko Kitazawa , Tadahiko Kikugawa , Shigeki Higashiyama , Takashi Saika","Department of Urology, Ehime University Graduate School of Medicine, Department of Biochemistry and Molecular Genetics, Ehime University Graduate School of Medicine, Department of Cardiovascular and Thoracic Surgery, Ehime University Graduate School of Medicine, Department of Pathology, Ehime University Graduate School of Medicine and Ehime University Proteo-Science Center, Division of Diagnostic Pathology, Ehime University Hospital, Department of Oncogenesis and Growth Regulation, Osaka International Cancer Institute"
826,G22,"Mechanism of action and translation to the clinic of detalimogene voraplasmid (EG-70): A novel, investigational, non-viral immunotherapy for non-muscle-invasive bladder cancer (NMIBC).","Vikram Narayan , Yair Lotan , Marie-Line Goulet , Shauna Dauphinee , Daniel Veilleux , Kristine Louis , David Lazure , Sarah Stevenson , Darius Bilimoria , Fazmina Zamzameer , Ximin Chen , Sébastien Sublemontier , Sahar Amirkhani , Carlos Fleet , Raj Pruthi , Anthony Cheung , James Sullivan , Vignesh Packiam , Ashish Kamat","Department of Urology, Emory University School of Medicine, Department of Urology, UT Southwestern Medical Center, EnGene Inc., enGene, Inc., enGene Inc., Rutgers RWJ Barnabas Health, The University of Texas MD Anderson Cancer Center"
565,G32,The prognostic utility of preoperative β2 microglobulin in patients with renal cell carcinoma.,"Gregory Palmateer , Edouard Nicaise , Taylor Goodstein , Dattatraya Patil , Shreyas Joshi , Vikram Narayan , Kenneth Ogan , Viraj Master","Department of Urology, Emory University School of Medicine, Emory University School of Medicine"
600,H35,Concordance between clinical and pathologic staging of T2a–b and T3a renal cell carcinoma.,"Taylor Goodstein , Rajvi Goradia , Arnav Srivastava , Akshay Sood , Shawn Dason , Viraj Master , Eric Singer","Department of Urology, Emory University School of Medicine, The Ohio State University, Dow Division of Health Services Research, Department of Urology, University of Michigan, The Ohio State University Comprehensive Cancer Center, Emory University School of Medicine"
601,H36,Impact of upstaging from cT2a–b to pT3a on overall survival (OS) among patients with renal cell carcinoma.,"Taylor Goodstein , Rajvi Goradia , Arnav Srivastava , Akshay Sood , Shawn Dason , Viraj Master , Eric Singer","Department of Urology, Emory University School of Medicine, The Ohio State University, Dow Division of Health Services Research, Department of Urology, University of Michigan, The Ohio State University Comprehensive Cancer Center, Emory University School of Medicine"
TPS886,J14,A phase 1/2 study of detalimogene voraplasmid (EG-70) intravesical monotherapy for patients with high-risk non-muscle invasive bladder cancer (NMIBC).,"Shreyas Joshi , Sam Chang , Rian Dickstein , Gautam Jayram , Neal Shore , Jen-Jane Liu , Yair Lotan , Raj Satkunasivam , Anne Schuckman , Gary Steinberg , John Taylor , Tammy Linback , Raj Pruthi , James Sullivan , Christine Tosone , Ashish Kamat","Department of Urology, Emory University, Vanderbilt University Medical Center, University of Maryland, Urology Associates, Carolina Urologic Research Center, Oregon Health & Science University, Department of Urology, UT Southwestern Medical Center, Houston Methodist-Weill-Cornell Medical College, University of Southern California, Department of Urology, Rush University, University of Kansas Cancer Center, enGene Inc., EnGene Inc., The University of Texas MD Anderson Cancer Center"
701,C34,Real-world effectiveness and treatment (tx) patterns in patients (pts) with locally advanced/metastatic urothelial carcinoma (la/mUC) receiving avelumab first-line maintenance (1LM) in Japan: Results from the JAVEMACS chart review study.,"Hiroshi Kitamura , Takashi Kobayashi , Go Kimura , Masaomi Ikeda , Kan Yonemori , Norihiko Kawamura , Atsuko Fujihara , Takashige Abe , Fumitaka Shimizu , Kiyohide Fujimoto , Tohru Nakagawa , Shingo Hatakeyama , Kaoru Murakami , Kiyoaki Nishihara , Daiki Ikarashi , Naoya Masumori , Anzu Kambe , Michihiro Shono , Suguru Shirotake , Eiji Kikuchi","Department of Urology, Faculty of Medicine, University of Toyama, Department of Urology, Kyoto University Graduate School of Medicine, Department of Urology, Nippon Medical School Hospital, Department of Urology, Kitasato University School of Medicine, Department of Medical Oncology, National Cancer Center Hospital, Department of Urology, Osaka International Cancer Institute, Department of Urology, Kyoto Prefectural University of Medicine, Department of Renal and Genitourinary Surgery, Hokkaido University Graduate School of Medicine, Department of Urology, Juntendo University Graduate School of Medicine, Department of Urology, Nara Medical University, Department of Urology, Teikyo University School of Medicine, Department of Urology, Hirosaki University Graduate School of Medicine, Department of Urology, Kyoto University, Graduate School of Medicine, Department of Urology, Kurume University School of Medicine, Department of Urology, Iwate Medical University School of Medicine, Department of Urology, Sapporo Medical University School of Medicine, Medical Department, Merck Biopharma Co., Ltd., Tokyo, Japan, an affiliate of Merck KGaA, Department of Uro-Oncology, Saitama Medical University International Medical Center, Department of Urology, St Marianna University School of Medicine"
625,J10,Validation of new prognostic factors for relapse in patients with clinical stage I seminoma.,"Tim Nestler , Angelina Strauch , Justine Schoch , Hans Schmelz","Department of Urology, Federal Armed Services Hospital Koblenz, Department of Urology, Federal Armed Forces Hospital Koblenz"
334,H34,Influence of MRIs performed in a 6-week interval on the histopathological detection of prostate cancer with different PIRADS classifications: A real-world data analysis.,"Tim Nestler , Justine Schoch , Viola Düring , Michael Wiedmann , Daniel Overhoff , Daniel Dillinger , Stephan Waldeck , Hans Schmelz","Department of Urology, Federal Armed Services Hospital Koblenz, Department of Urology, Federal Armed Forces Hospital Koblenz, Institute of Diagnostic and Interventional Radiology, Federal Armed Forces Hospital Koblenz"
775,F2,"Preliminary efficacy and safety of disitamab vedotin (DV) combined with bacillus Calmette-Guérin (BCG) in the treatment of high-risk non-muscle invasive bladder cancer with HER2 expression: A prospective, open label, single-center study.","Yijun Shen , Liangju Peng , Weijie Gu , Xiaolin Lu , Ying Shen , Dingwei Ye","Department of Urology, Fudan University Shanghai Cancer Center; Department of Oncology, Shanghai Medical College, Fudan University, Fudan University Shanghai Cancer Center"
378,K8,Five-year changes in urinary function and prostate volume in patients with localized prostate cancer treated with carbon ion radiotherapy: A prospective study.,"Yoshiyuki Miyazawa , Hiroshi Nakayama , Hidemasa Kawamura , Yuhei Miyasaka , Masahiro Onishi , Takuya Kaminuma , Yoshitaka Sekine , Hiroshi Matsui , Tatsuya Ohno , Kazuhiro Suzuki","Department of Urology, Gunma University Graduate School of Medicine, Department of Urology, Isesaki Municipal Hospital, Department of Radiation Oncology, Gunma University, Department of Radiation Oncology, Gunma University Graduate School of Medicine"
395,K25,Cross resistance among novel androgen receptor axis-targeted agents in non-metastatic castration-resistant prostate cancer: A multi-institutional retrospective study.,"Naoki Fujita , Fumiya Yoneyama , Yohei Kawashima , Ryuma Tanaka , Takuya Oishi , Hikari Miura , Kazutaka Okita , Chikara Ohyama , Shingo Hatakeyama","Department of Urology, Hirosaki University Graduate School of Medicine, Ageo Central General Hospital, Department of Urology, Hirosaki University Graduate school of Medicine"
368,J32,Real-world treatment patterns and outcomes of novel androgen receptor axis-targeted agents in non-metastatic castration-resistant prostate cancer: A multi-institutional retrospective study.,"Naoki Fujita , Fumiya Yoneyama , Yohei Kawashima , Ryuma Tanaka , Takuya Oishi , Hikari Miura , Kazutaka Okita , Chikara Ohyama , Shingo Hatakeyama","Department of Urology, Hirosaki University Graduate School of Medicine, Ageo Central General Hospital, Department of Urology, Hirosaki University Graduate school of Medicine"
711,D8,Oncological benefit of avelumab maintenance therapy for advanced or metastatic urothelial carcinoma in comparison with patients with conventional chemotherapy alone era.,"Shingo Hatakeyama , Yuya Sekine , Masanao Shinohara , Kazuyuki Numakura , Takahiro Yoneyama , Yohei Kawashima , Satoshi Sato , Tomonori Habuchi , Chikara Ohyama","Department of Urology, Hirosaki University Graduate School of Medicine, Akita University, Ageo Central General Hospital, Department of Urology, Tsugaru General Hospital, Akita University School of Medicine"
760,E22,Impaired renal function and cisplatin-based regimens as risk factors for neoadjuvant chemotherapy-induced acute kidney injury in muscle-invasive bladder cancer: A multicenter retrospective study.,"Naoki Fujita , Shogo Hosogoe , Toshikazu Tanaka , Noritaka Ishii , Masaki Momota , Hiroyuki Ito , Takahiro Yoneyama , Chikara Ohyama , Shingo Hatakeyama","Department of Urology, Hirosaki University Graduate School of Medicine, Department of Urology, Aomori Prefectural Central Hospital, Department of Urology, Towada City Hospital, Department of Urology, Aomori Rosai Hospital, Department of Urology, Tsugaru General Hospital"
